image_id,filename,source,source_url,download_date,image_type,width,height,format,file_size_kb,color_space,source_metadata,md5_hash,is_duplicate,duplicate_of,analysis_notes
LOCAL_9627_PIXABAY_2362136,PIXABAY_2362136.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2362136.jpg,2026-05-27T00:11:34.539560,real,1280,854,JPEG,109.17,RGB,"{'original_filename': 'PIXABAY_2362136.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2362136.jpg', 'file_size_bytes': 111788}",b80f252641c4f4b9be36d7fc19b036d9,False,,Existing image - metadata generated
LOCAL_9628_PIXABAY_2362140,PIXABAY_2362140.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2362140.jpg,2026-05-27T00:12:08.242167,real,1280,854,JPEG,145.71,RGB,"{'original_filename': 'PIXABAY_2362140.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2362140.jpg', 'file_size_bytes': 149207}",940945527011ac79b731dd424cf16dba,False,,Existing image - metadata generated
LOCAL_9629_PIXABAY_2362262,PIXABAY_2362262.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2362262.jpg,2026-05-27T02:24:53.689784,real,1280,857,JPEG,235.43,RGB,"{'original_filename': 'PIXABAY_2362262.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2362262.jpg', 'file_size_bytes': 241081}",823944961f3fb5f8d6e3e0cf33871d2e,False,,Existing image - metadata generated
LOCAL_9630_PIXABAY_2367955,PIXABAY_2367955.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2367955.jpg,2026-05-27T00:13:59.296072,real,853,1280,JPEG,128.16,RGB,"{'original_filename': 'PIXABAY_2367955.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2367955.jpg', 'file_size_bytes': 131238}",6bd15c5610a75cfc44c09d39ac057c2b,False,,Existing image - metadata generated
LOCAL_9631_PIXABAY_2368695,PIXABAY_2368695.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2368695.jpg,2026-05-27T00:40:14.606104,real,1280,890,JPEG,357.97,RGB,"{'original_filename': 'PIXABAY_2368695.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2368695.jpg', 'file_size_bytes': 366563}",1915116d4f4433173e12ff4815320f61,False,,Existing image - metadata generated
LOCAL_9632_PIXABAY_2369805,PIXABAY_2369805.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2369805.jpg,2026-05-27T02:26:44.334130,real,1280,960,JPEG,442.21,RGB,"{'original_filename': 'PIXABAY_2369805.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2369805.jpg', 'file_size_bytes': 452819}",7715ae16783894e4fa3500ae12da65ba,False,,Existing image - metadata generated
LOCAL_9633_PIXABAY_2371294,PIXABAY_2371294.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2371294.jpg,2026-05-27T02:15:59.585222,real,1280,761,JPEG,284.22,RGB,"{'original_filename': 'PIXABAY_2371294.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2371294.jpg', 'file_size_bytes': 291037}",b738a22749b55caf7a187435a2ab10bb,False,,Existing image - metadata generated
LOCAL_9634_PIXABAY_2372461,PIXABAY_2372461.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2372461.jpg,2026-05-27T02:52:53.215183,real,1280,821,JPEG,223.02,RGB,"{'original_filename': 'PIXABAY_2372461.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2372461.jpg', 'file_size_bytes': 228376}",2643048dd907b8f63c855b0ae6bf7579,False,,Existing image - metadata generated
LOCAL_9635_PIXABAY_2376303,PIXABAY_2376303.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2376303.jpg,2026-05-27T00:28:21.625841,real,1280,853,JPEG,371.43,RGB,"{'original_filename': 'PIXABAY_2376303.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2376303.jpg', 'file_size_bytes': 380344}",e421683e97ad8b1465a93c6070e10d49,False,,Existing image - metadata generated
LOCAL_9636_PIXABAY_2376493,PIXABAY_2376493.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2376493.jpg,2026-05-27T01:06:36.732657,real,1280,851,JPEG,369.36,RGB,"{'original_filename': 'PIXABAY_2376493.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2376493.jpg', 'file_size_bytes': 378224}",3358585ee4b0ff9c60c2998d6fe48815,False,,Existing image - metadata generated
LOCAL_9637_PIXABAY_2377574,PIXABAY_2377574.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2377574.jpg,2026-05-27T02:25:31.993432,real,1280,853,JPEG,609.13,RGB,"{'original_filename': 'PIXABAY_2377574.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2377574.jpg', 'file_size_bytes': 623749}",e48845794a3b8db5f29298b860e1a4ac,False,,Existing image - metadata generated
LOCAL_9638_PIXABAY_2379954,PIXABAY_2379954.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2379954.jpg,2026-05-27T01:47:55.631167,real,1280,853,JPEG,266.56,RGB,"{'original_filename': 'PIXABAY_2379954.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2379954.jpg', 'file_size_bytes': 272955}",f6aadad7d6fe0604858ebd724bff5fba,False,,Existing image - metadata generated
LOCAL_9639_PIXABAY_2382826,PIXABAY_2382826.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2382826.jpg,2026-05-27T00:15:37.672822,real,1280,796,JPEG,192.92,RGB,"{'original_filename': 'PIXABAY_2382826.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2382826.jpg', 'file_size_bytes': 197550}",133f604ee64533f74d1001d1ea46643f,False,,Existing image - metadata generated
LOCAL_9640_PIXABAY_238379,PIXABAY_238379.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_238379.jpg,2026-05-27T02:30:12.291469,real,1280,960,JPEG,780.08,RGB,"{'original_filename': 'PIXABAY_238379.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_238379.jpg', 'file_size_bytes': 798803}",c15caec2c1fc264a7646472b51dc645b,False,,Existing image - metadata generated
LOCAL_9641_PIXABAY_2384040,PIXABAY_2384040.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2384040.jpg,2026-05-27T02:45:30.570676,real,853,1280,JPEG,58.56,RGB,"{'original_filename': 'PIXABAY_2384040.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2384040.jpg', 'file_size_bytes': 59968}",0a014ed65dc310f2b607d5a52189f86b,False,,Existing image - metadata generated
LOCAL_9642_PIXABAY_238455,PIXABAY_238455.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_238455.jpg,2026-05-27T02:26:49.639158,real,1280,888,JPEG,544.92,RGB,"{'original_filename': 'PIXABAY_238455.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_238455.jpg', 'file_size_bytes': 558002}",370a48d67d545d0b217d53dc71145f74,False,,Existing image - metadata generated
LOCAL_9643_PIXABAY_2385785,PIXABAY_2385785.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2385785.jpg,2026-05-27T00:13:31.866579,real,1280,854,JPEG,100.19,RGB,"{'original_filename': 'PIXABAY_2385785.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2385785.jpg', 'file_size_bytes': 102591}",f2909c7026f80ef8c6204d584c1af018,False,,Existing image - metadata generated
LOCAL_9644_PIXABAY_2385789,PIXABAY_2385789.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2385789.jpg,2026-05-27T00:12:12.606594,real,1280,854,JPEG,110.52,RGB,"{'original_filename': 'PIXABAY_2385789.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2385789.jpg', 'file_size_bytes': 113169}",57dbeb2218ad7e35bb0940b2355d42eb,False,,Existing image - metadata generated
LOCAL_9645_PIXABAY_2385792,PIXABAY_2385792.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2385792.jpg,2026-05-27T00:13:23.508542,real,1280,854,JPEG,136.15,RGB,"{'original_filename': 'PIXABAY_2385792.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2385792.jpg', 'file_size_bytes': 139417}",2492d45117e48912667ec322104bb548,False,,Existing image - metadata generated
LOCAL_9646_PIXABAY_2386034,PIXABAY_2386034.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2386034.jpg,2026-05-27T00:20:50.250162,real,1280,853,JPEG,128.78,RGB,"{'original_filename': 'PIXABAY_2386034.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2386034.jpg', 'file_size_bytes': 131874}",ab57236fa98c7732136d5b7536318532,False,,Existing image - metadata generated
LOCAL_9647_PIXABAY_2386314,PIXABAY_2386314.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2386314.jpg,2026-05-27T01:59:47.828052,real,1280,960,JPEG,273.96,RGB,"{'original_filename': 'PIXABAY_2386314.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2386314.jpg', 'file_size_bytes': 280535}",802a3b8c72967d2d9b107598eed8fa19,False,,Existing image - metadata generated
LOCAL_9648_PIXABAY_2387582,PIXABAY_2387582.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2387582.jpg,2026-05-27T00:48:24.578712,real,1280,853,JPEG,228.22,RGB,"{'original_filename': 'PIXABAY_2387582.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2387582.jpg', 'file_size_bytes': 233693}",5c4760fd8b5b14061e7312c2e83ff090,False,,Existing image - metadata generated
LOCAL_9649_PIXABAY_2387595,PIXABAY_2387595.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2387595.jpg,2026-05-27T02:46:20.239257,real,1280,853,JPEG,65.7,RGB,"{'original_filename': 'PIXABAY_2387595.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2387595.jpg', 'file_size_bytes': 67278}",3e65012976e2534ca67f4ecabb85f8c9,False,,Existing image - metadata generated
LOCAL_9650_PIXABAY_2387953,PIXABAY_2387953.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2387953.jpg,2026-05-27T02:39:00.929435,real,1280,854,JPEG,220.63,RGB,"{'original_filename': 'PIXABAY_2387953.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2387953.jpg', 'file_size_bytes': 225930}",6e551018dc083c125224d9e2d0f5eeb3,False,,Existing image - metadata generated
LOCAL_9651_PIXABAY_2391345,PIXABAY_2391345.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2391345.jpg,2026-05-27T02:53:54.446762,real,1280,383,JPEG,97.38,RGB,"{'original_filename': 'PIXABAY_2391345.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2391345.jpg', 'file_size_bytes': 99722}",1fe5eeba0a00ef4a95461861087589f5,False,,Existing image - metadata generated
LOCAL_9652_PIXABAY_2394216,PIXABAY_2394216.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2394216.jpg,2026-05-27T00:17:54.543684,real,1280,853,JPEG,358.42,RGB,"{'original_filename': 'PIXABAY_2394216.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2394216.jpg', 'file_size_bytes': 367021}",6928ee38837adc92293bcd428408dac1,False,,Existing image - metadata generated
LOCAL_9653_PIXABAY_2394650,PIXABAY_2394650.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2394650.jpg,2026-05-27T02:45:45.333252,real,853,1280,JPEG,49.63,RGB,"{'original_filename': 'PIXABAY_2394650.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2394650.jpg', 'file_size_bytes': 50822}",d8b3aa7b3f9e76c47bab635c22309f74,False,,Existing image - metadata generated
LOCAL_9654_PIXABAY_2395807,PIXABAY_2395807.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2395807.jpg,2026-05-27T01:19:17.486323,real,1280,980,JPEG,343.98,RGB,"{'original_filename': 'PIXABAY_2395807.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2395807.jpg', 'file_size_bytes': 352233}",e8d5ffadfc2b5c1758bcb3bc6827312b,False,,Existing image - metadata generated
LOCAL_9655_PIXABAY_2395809,PIXABAY_2395809.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2395809.jpg,2026-05-27T01:27:18.485066,real,1280,721,JPEG,200.89,RGB,"{'original_filename': 'PIXABAY_2395809.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2395809.jpg', 'file_size_bytes': 205710}",d61f5922ca53bd6206b49feb6059786c,False,,Existing image - metadata generated
LOCAL_9656_PIXABAY_2395810,PIXABAY_2395810.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2395810.jpg,2026-05-27T01:19:10.248759,real,1280,721,JPEG,178.8,RGB,"{'original_filename': 'PIXABAY_2395810.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2395810.jpg', 'file_size_bytes': 183087}",a2e61eb4e0b834beea2a983cb19421c3,False,,Existing image - metadata generated
LOCAL_9657_PIXABAY_2398714,PIXABAY_2398714.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2398714.jpg,2026-05-27T00:18:39.200164,real,914,1280,JPEG,209.6,RGB,"{'original_filename': 'PIXABAY_2398714.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2398714.jpg', 'file_size_bytes': 214627}",975b20529da402d9f7e1cc65ae3247e2,False,,Existing image - metadata generated
LOCAL_9658_PIXABAY_2398715,PIXABAY_2398715.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2398715.jpg,2026-05-27T00:18:33.959354,real,832,1280,JPEG,220.42,RGB,"{'original_filename': 'PIXABAY_2398715.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2398715.jpg', 'file_size_bytes': 225705}",c80b3ee6f407cf90f3db59f2ddab84b0,False,,Existing image - metadata generated
LOCAL_9659_PIXABAY_2399260,PIXABAY_2399260.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2399260.jpg,2026-05-27T01:14:17.799135,real,1280,613,JPEG,201.36,RGB,"{'original_filename': 'PIXABAY_2399260.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2399260.jpg', 'file_size_bytes': 206192}",ea244253cfcc425433388c8a778f523b,False,,Existing image - metadata generated
LOCAL_9660_PIXABAY_2406119,PIXABAY_2406119.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2406119.jpg,2026-05-27T02:24:24.940606,real,1280,769,JPEG,86.21,RGB,"{'original_filename': 'PIXABAY_2406119.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2406119.jpg', 'file_size_bytes': 88279}",c9a0c6fe4e00a596d0d31fd5ee0db22c,False,,Existing image - metadata generated
LOCAL_9661_PIXABAY_2406544,PIXABAY_2406544.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2406544.jpg,2026-05-27T00:54:30.682791,real,1280,848,JPEG,191.4,RGB,"{'original_filename': 'PIXABAY_2406544.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2406544.jpg', 'file_size_bytes': 195989}",35ad611c85e751a2a9efc05e3fa26ffc,False,,Existing image - metadata generated
LOCAL_9662_PIXABAY_2407017,PIXABAY_2407017.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2407017.jpg,2026-05-27T02:38:46.572428,real,1280,650,JPEG,116.05,RGB,"{'original_filename': 'PIXABAY_2407017.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2407017.jpg', 'file_size_bytes': 118836}",5cc5efe89834b873d97576a31c29a944,False,,Existing image - metadata generated
LOCAL_9663_PIXABAY_2407262,PIXABAY_2407262.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2407262.jpg,2026-05-27T02:23:12.370700,real,1280,853,JPEG,256.83,RGB,"{'original_filename': 'PIXABAY_2407262.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2407262.jpg', 'file_size_bytes': 262997}",f0f880afa0e1e60b9b7192236942acba,False,,Existing image - metadata generated
LOCAL_9664_PIXABAY_2408529,PIXABAY_2408529.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2408529.jpg,2026-05-27T00:47:15.724959,real,1280,853,JPEG,256.39,RGB,"{'original_filename': 'PIXABAY_2408529.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2408529.jpg', 'file_size_bytes': 262544}",4c8628a98cc3b64fcd2531965eb18b01,False,,Existing image - metadata generated
LOCAL_9665_PIXABAY_2408546,PIXABAY_2408546.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2408546.jpg,2026-05-27T02:25:24.535021,real,1280,853,JPEG,322.61,RGB,"{'original_filename': 'PIXABAY_2408546.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2408546.jpg', 'file_size_bytes': 330350}",68d7366203220bfa6f057de7e4081a7f,False,,Existing image - metadata generated
LOCAL_9666_PIXABAY_2409331,PIXABAY_2409331.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2409331.jpg,2026-05-27T00:38:05.449732,real,1280,960,JPEG,301.47,RGB,"{'original_filename': 'PIXABAY_2409331.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2409331.jpg', 'file_size_bytes': 308708}",b85d249e6b58f56fb9b8d1c954e72a7a,False,,Existing image - metadata generated
LOCAL_9667_PIXABAY_2411690,PIXABAY_2411690.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2411690.jpg,2026-05-27T00:37:36.366820,real,1280,895,JPEG,112.56,RGB,"{'original_filename': 'PIXABAY_2411690.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2411690.jpg', 'file_size_bytes': 115265}",21e14b4dfd12c656ac47ba9076821496,False,,Existing image - metadata generated
LOCAL_9668_PIXABAY_2411832,PIXABAY_2411832.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2411832.jpg,2026-05-27T00:47:45.108589,real,853,1280,JPEG,154.79,RGB,"{'original_filename': 'PIXABAY_2411832.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2411832.jpg', 'file_size_bytes': 158506}",5babc8df1cd2c49712021b158d3b2fa5,False,,Existing image - metadata generated
LOCAL_9669_PIXABAY_2411851,PIXABAY_2411851.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2411851.jpg,2026-05-27T02:52:08.396138,real,1280,855,JPEG,115.02,RGB,"{'original_filename': 'PIXABAY_2411851.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2411851.jpg', 'file_size_bytes': 117782}",8112dd99ebc4d840cf95f52a2be38db4,False,,Existing image - metadata generated
LOCAL_9670_PIXABAY_2413081,PIXABAY_2413081.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2413081.jpg,2026-05-27T00:35:23.291128,real,1280,853,JPEG,263.79,RGB,"{'original_filename': 'PIXABAY_2413081.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2413081.jpg', 'file_size_bytes': 270119}",d09ae186e44e9b2637d11ce970f8d623,False,,Existing image - metadata generated
LOCAL_9671_PIXABAY_2414068,PIXABAY_2414068.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2414068.jpg,2026-05-27T01:39:50.940591,real,1280,960,JPEG,112.69,RGB,"{'original_filename': 'PIXABAY_2414068.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2414068.jpg', 'file_size_bytes': 115393}",3bd952b90ce3737b8bafb870ec72fdd2,False,,Existing image - metadata generated
LOCAL_9672_PIXABAY_2414896,PIXABAY_2414896.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2414896.jpg,2026-05-27T00:46:42.696924,real,1280,960,JPEG,439.47,RGB,"{'original_filename': 'PIXABAY_2414896.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2414896.jpg', 'file_size_bytes': 450019}",111e4a4dc53ec006d0d78292ef0d0521,False,,Existing image - metadata generated
LOCAL_9673_PIXABAY_2417387,PIXABAY_2417387.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2417387.jpg,2026-05-27T02:45:57.410449,real,1280,853,JPEG,63.51,RGB,"{'original_filename': 'PIXABAY_2417387.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2417387.jpg', 'file_size_bytes': 65039}",8b7b00ca5494d7862c8f98f5fe878e9f,False,,Existing image - metadata generated
LOCAL_9674_PIXABAY_2418256,PIXABAY_2418256.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2418256.jpg,2026-05-27T02:24:44.423178,real,1280,853,JPEG,187.71,RGB,"{'original_filename': 'PIXABAY_2418256.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2418256.jpg', 'file_size_bytes': 192211}",53c62ce631d9cca10e47e7fd4099749d,False,,Existing image - metadata generated
LOCAL_9675_PIXABAY_2418474,PIXABAY_2418474.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2418474.jpg,2026-05-27T02:22:58.790391,real,1280,853,JPEG,310.58,RGB,"{'original_filename': 'PIXABAY_2418474.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2418474.jpg', 'file_size_bytes': 318034}",ad6631d4832e765e6cbc1317d977b205,False,,Existing image - metadata generated
LOCAL_9676_PIXABAY_2418689,PIXABAY_2418689.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2418689.jpg,2026-05-27T00:39:28.662884,real,1280,850,JPEG,262.37,RGB,"{'original_filename': 'PIXABAY_2418689.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2418689.jpg', 'file_size_bytes': 268666}",c4b852b546e61cc1011f528a923bfd1e,False,,Existing image - metadata generated
LOCAL_9677_PIXABAY_241961,PIXABAY_241961.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_241961.jpg,2026-05-27T00:47:12.258327,real,1280,853,JPEG,177.23,RGB,"{'original_filename': 'PIXABAY_241961.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_241961.jpg', 'file_size_bytes': 181487}",771a1f56e0e27b84fcf3c29357838830,False,,Existing image - metadata generated
LOCAL_9678_PIXABAY_2420297,PIXABAY_2420297.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2420297.jpg,2026-05-27T02:42:20.205905,real,1280,853,JPEG,244.2,RGB,"{'original_filename': 'PIXABAY_2420297.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2420297.jpg', 'file_size_bytes': 250063}",c2ea138ab5e4c89b0a6abcf371ff3f1a,False,,Existing image - metadata generated
LOCAL_9679_PIXABAY_2420430,PIXABAY_2420430.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PIXABAY_2420430.jpg,2026-05-27T00:45:03.960095,real,1280,960,JPEG,774.09,RGB,"{'original_filename': 'PIXABAY_2420430.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PIXABAY_2420430.jpg', 'file_size_bytes': 792668}",20b75f6cf27925cf99fb593f50b8ef21,False,,Existing image - metadata generated
